timestamp,ticker,feat_price,feat_dev,feat_rsi,feat_vol,feat_volatility,feat_trend,feat_dayofweek,feat_macd,feat_bb_pos,feat_gap,feat_nikkei_trend,feat_fear_index,feat_market_phase,label
2024-09-27,3064.T,2425.7,3.97,55.91,0.99,55.08,1.04,4,0.51,64.9,-1.99,3.8,27.16,2,0
2024-10-11,3064.T,2460.2,4.32,57.26,2.02,50.97,1.02,4,0.01,79.03,2.12,11.19,30.16,2,0
2024-10-28,3064.T,2261.4,-3.66,44.75,0.84,45.96,1.0,0,-16.06,-61.88,-0.0,-3.07,26.04,0,1
2024-11-12,3064.T,2740.1,13.84,77.3,1.67,51.4,1.01,1,45.88,112.77,-2.89,-0.58,19.19,1,0
2024-11-26,3064.T,2573.3,4.4,52.73,0.66,46.2,1.02,1,-2.99,35.53,2.94,-0.42,18.29,1,1
2024-12-10,3064.T,2631.4,1.44,69.92,0.92,20.82,1.05,1,1.04,20.71,1.85,-0.02,13.89,1,1
2024-12-24,3064.T,2669.3,0.94,47.11,0.5,28.84,1.04,1,-11.41,15.37,-1.45,1.55,12.22,1,0
2025-01-14,3064.T,2472.1,-6.53,33.43,1.46,31.4,1.02,1,-26.4,-98.78,1.0,-2.27,16.96,1,1
2025-01-28,3064.T,2551.1,-0.04,57.52,1.19,25.24,0.99,1,1.26,-0.49,3.52,-0.05,18.04,1,1
2025-02-12,3064.T,2725.0,5.47,63.78,0.94,58.48,0.98,2,17.94,50.55,-0.35,1.27,15.14,1,1
2025-02-27,3064.T,2489.4,-5.13,22.16,0.75,35.96,1.0,3,-33.32,-48.19,1.03,-1.95,14.43,1,1
2025-03-13,3064.T,2640.0,1.46,59.89,1.21,53.43,1.01,3,13.39,13.7,1.19,-5.58,17.47,0,1
2025-03-28,3064.T,2877.1,9.82,80.7,0.8,41.14,1.0,4,33.53,82.21,0.52,-2.97,18.3,1,0
2025-04-11,3064.T,2770.4,2.92,54.64,0.82,68.69,1.01,4,-11.06,28.54,0.43,-8.71,56.52,0,0
2025-04-25,3064.T,2670.7,-2.34,65.65,0.73,26.59,1.03,4,-8.14,-30.87,0.72,-3.81,57.77,0,1
2025-05-14,3064.T,3016.3,9.3,73.17,0.89,38.91,1.02,2,28.12,94.64,1.23,13.53,13.92,2,0
2025-05-28,3064.T,2935.8,2.21,48.34,0.76,26.69,1.02,2,-8.74,24.1,-0.73,5.65,11.56,2,0
2025-06-11,3064.T,2843.5,-2.83,41.75,1.26,23.61,1.04,2,-20.09,-58.42,-0.92,0.77,13.17,1,0
2025-06-25,3064.T,2849.9,-1.09,54.8,0.67,28.2,1.01,2,0.89,-28.94,-0.29,3.23,14.16,2,0
2025-07-09,3064.T,2752.7,-2.79,28.82,1.13,13.08,0.99,2,-11.02,-80.27,1.0,3.64,13.46,2,1
2025-07-24,3064.T,2740.3,-1.77,46.58,0.97,41.67,0.98,3,-6.01,-32.89,0.02,7.41,16.71,2,0
2025-08-07,3064.T,2631.1,-2.58,39.85,1.42,30.6,0.97,3,-7.93,-43.42,3.93,3.11,17.18,2,1
2025-08-22,3064.T,2579.0,-3.39,44.08,0.75,33.36,0.97,4,1.85,-73.08,-0.82,1.93,18.16,1,0
2025-09-05,3064.T,2506.0,-3.77,13.0,0.79,11.02,0.97,4,-9.51,-55.67,1.26,4.77,18.07,2,1
2025-09-22,3064.T,2244.4,-10.19,26.44,1.06,50.38,0.96,0,-16.68,-90.9,-0.52,6.71,13.39,2,0
2025-10-07,3064.T,2142.6,-7.33,27.68,0.8,26.37,0.93,1,-1.83,-53.5,0.74,11.47,20.27,2,0
2025-10-22,3064.T,2019.5,-4.87,42.07,0.83,59.63,0.9,2,4.95,-36.32,-0.2,8.38,26.94,2,0
2025-11-06,3064.T,2164.0,5.84,68.7,0.83,51.95,0.92,3,36.46,64.38,0.25,6.12,27.63,2,1
2025-11-20,3064.T,2184.8,4.21,62.49,0.65,47.97,0.97,3,5.28,35.4,1.67,1.05,26.82,1,1
2025-12-05,3064.T,2245.9,2.27,51.86,1.09,34.02,1.03,4,2.46,33.6,1.46,-0.77,24.75,1,0
2025-12-19,3064.T,2400.3,7.24,73.78,1.36,31.17,1.04,4,15.64,105.63,-1.4,-0.64,20.37,1,1
2026-01-07,3064.T,2375.0,1.55,52.45,0.94,30.09,1.04,2,-6.63,16.12,-0.44,2.91,18.0,1,0
2026-01-22,3064.T,2215.0,-6.27,24.77,0.84,35.27,1.03,3,-27.04,-80.32,1.07,8.45,21.38,2,0
2026-02-05,3064.T,2214.5,-2.4,45.22,1.23,53.36,0.99,3,-5.72,-22.75,1.9,3.57,24.09,2,0
2026-02-20,3064.T,2075.0,-3.45,48.74,1.05,42.4,0.95,4,-5.06,-38.53,-1.33,5.84,24.67,2,0
2023-05-26,3086.T,1284.5,-3.16,44.89,1.18,28.65,1.05,4,-12.16,-71.31,-0.8,8.02,11.48,2,1
2023-06-09,3086.T,1315.1,0.06,36.14,0.89,14.91,1.02,4,-0.46,1.11,-0.04,9.79,16.88,2,0
2023-06-23,3086.T,1301.2,-0.06,46.74,0.91,23.92,0.99,4,-0.89,-1.64,0.56,6.03,19.08,2,0
2023-07-07,3086.T,1284.9,-1.08,44.02,1.2,27.06,0.99,4,-2.2,-38.13,-0.18,0.38,17.44,1,0
2023-07-24,3086.T,1267.8,-0.7,50.0,0.54,13.21,0.99,0,0.71,-20.03,0.15,-0.25,16.61,1,1
2023-08-07,3086.T,1299.8,2.24,71.28,0.96,16.49,0.99,0,4.99,83.51,-0.18,-0.41,16.05,1,1
2023-08-22,3086.T,1444.8,7.9,67.1,0.69,49.86,1.02,1,7.32,60.46,0.36,-2.58,15.27,1,0
2023-09-05,3086.T,1459.2,3.54,47.3,0.46,30.07,1.05,1,-1.82,36.47,-0.13,2.43,14.63,1,1
2023-09-20,3086.T,1468.5,0.47,63.61,0.89,17.64,1.06,2,-4.87,9.53,0.0,3.66,14.97,2,0
2023-10-04,3086.T,1353.3,-7.47,21.51,1.53,27.33,1.03,2,-16.85,-138.66,-1.01,-7.6,15.99,0,1
2023-10-19,3086.T,1298.5,-8.51,28.63,0.98,35.95,0.99,3,-14.14,-90.47,-1.33,-4.82,21.7,0,1
2023-11-02,3086.T,1331.3,-1.63,43.91,0.59,19.69,0.96,3,5.68,-21.02,1.32,4.66,22.11,2,1
2023-11-17,3086.T,1336.9,0.65,52.54,0.56,26.49,0.95,4,4.29,18.34,-0.85,6.86,19.99,2,0
2023-12-04,3086.T,1275.6,-3.55,29.53,0.96,15.63,0.98,0,-3.75,-82.02,-0.73,4.01,15.23,2,0
2023-12-18,3086.T,1202.5,-6.28,25.53,1.07,20.17,0.98,0,-4.34,-89.07,-0.7,-2.46,15.19,1,1
2024-01-04,3086.T,1213.3,-2.07,42.45,0.9,28.0,0.97,3,1.97,-42.82,-0.31,0.17,17.93,1,1
2024-01-19,3086.T,1290.6,4.04,68.36,0.86,15.25,0.97,4,10.25,78.77,1.19,9.78,15.54,2,0
2024-02-02,3086.T,1356.1,7.15,66.73,2.44,36.06,1.0,4,4.91,121.19,1.24,8.62,15.32,2,1
2024-02-19,3086.T,1476.9,9.97,88.74,0.91,23.07,1.04,0,9.87,92.97,0.95,6.97,16.41,2,0
2024-03-05,3086.T,1443.1,3.05,50.45,0.75,14.58,1.06,1,-5.38,35.72,-1.65,10.9,16.0,2,0
2024-03-19,3086.T,1523.7,6.52,72.92,1.05,30.65,1.05,1,6.3,133.34,-0.51,3.99,17.18,2,1
2024-04-03,3086.T,1516.1,2.35,69.16,1.39,27.17,1.04,2,-2.12,21.96,-0.99,-1.61,18.44,1,1
2024-04-17,3086.T,1387.5,-8.62,24.34,1.59,51.58,1.03,2,-18.68,-104.59,-0.6,-5.1,17.57,0,1
2024-05-02,3086.T,1350.0,-7.58,32.26,1.4,40.16,1.0,3,-16.33,-59.0,-0.04,-3.08,21.12,0,1
2024-05-20,3086.T,1382.3,-0.59,63.86,0.51,19.99,0.96,0,6.0,-6.03,-0.03,2.92,19.56,1,1
2024-06-03,3086.T,1472.0,6.98,77.91,1.08,19.24,0.95,0,12.56,116.8,1.44,1.8,15.07,1,1
2024-06-17,3086.T,1556.9,6.54,72.53,1.19,34.77,1.01,0,11.29,54.68,-0.0,-2.48,14.04,1,0
2024-07-01,3086.T,1826.5,18.66,74.15,3.92,74.96,1.06,0,14.42,165.45,9.54,1.82,11.99,1,1
2024-07-16,3086.T,1878.2,11.02,83.27,0.65,21.1,1.09,1,9.56,62.03,1.05,8.33,14.75,2,0
2024-07-30,3086.T,1726.8,-3.43,35.97,0.63,39.37,1.09,1,-30.03,-27.86,0.38,-2.79,22.56,1,0
2024-08-14,3086.T,1382.8,-16.79,28.0,0.82,128.82,1.01,2,-35.28,-60.22,-0.94,-11.71,66.48,0,1
2024-08-28,3086.T,1383.7,-6.49,50.2,1.29,36.21,0.92,2,7.6,-29.91,-1.05,-0.4,66.81,1,0
2024-09-11,3086.T,1390.5,-0.3,45.78,0.78,28.26,0.89,2,12.23,-6.89,0.51,-2.26,24.18,1,1
2024-09-27,3086.T,1611.6,13.55,81.65,1.27,32.18,0.95,4,26.54,173.25,1.59,3.8,27.16,2,0
2024-10-11,3086.T,1566.3,6.0,62.05,0.71,55.5,1.02,4,6.93,61.86,-0.0,11.19,30.16,2,1
2024-10-28,3086.T,1546.6,1.17,42.37,0.83,35.4,1.04,0,-6.78,20.28,-0.0,-3.07,26.04,0,1
2024-11-12,3086.T,1664.1,6.0,75.68,0.93,29.43,1.04,1,9.07,94.93,0.68,-0.58,19.19,1,0
2024-11-26,3086.T,1685.3,4.85,57.5,0.85,29.45,1.03,1,1.94,64.49,0.0,-0.42,18.29,1,1
2024-12-10,3086.T,1824.6,7.5,94.85,0.72,12.56,1.05,1,9.87,90.47,0.48,-0.02,13.89,1,1
2024-12-24,3086.T,1903.1,6.59,74.88,1.28,17.21,1.06,1,1.99,70.04,-0.0,1.55,12.22,1,1
2025-01-14,3086.T,1949.9,2.34,62.85,0.85,47.81,1.07,1,-10.73,26.12,0.37,-2.27,16.96,1,0
2025-01-28,3086.T,2027.4,3.85,55.54,0.74,32.9,1.06,1,-1.81,59.32,0.99,-0.05,18.04,1,1
2025-02-12,3086.T,2001.9,0.46,57.88,0.65,26.95,1.03,2,-9.49,7.07,0.19,1.27,15.14,1,0
2025-02-27,3086.T,1953.3,-2.23,36.09,1.1,29.27,1.02,3,-14.96,-34.39,0.69,-1.95,14.43,1,0
2025-03-13,3086.T,1822.7,-5.83,43.05,0.73,34.43,0.98,3,-11.72,-84.76,0.97,-5.58,17.47,0,0
2025-03-28,3086.T,1839.8,-1.65,44.13,0.86,20.73,0.97,4,4.1,-37.0,-0.76,-2.97,18.3,1,0
2025-04-11,3086.T,1720.9,-3.57,37.1,1.0,49.83,0.95,4,-2.48,-38.53,-2.26,-8.71,56.52,0,0
2025-04-25,3086.T,1715.1,-0.66,63.91,0.81,31.56,0.95,4,8.7,-7.55,1.25,-3.81,57.77,0,1
2025-05-14,3086.T,1809.5,5.86,84.26,0.68,16.23,0.97,2,18.53,102.25,-0.0,13.53,13.92,2,0
2025-05-28,3086.T,2016.9,9.51,72.01,0.33,98.19,1.02,2,11.96,52.43,0.75,5.65,11.56,2,0
2025-06-11,3086.T,1983.1,1.39,41.97,1.13,19.76,1.07,2,-12.86,11.87,-1.19,0.77,13.17,1,1
2025-06-25,3086.T,1900.0,-4.08,41.27,1.19,21.58,1.05,2,-14.23,-122.61,-0.58,3.23,14.16,2,1
2025-07-09,3086.T,1953.8,0.19,38.91,0.88,13.04,1.01,2,-2.21,6.16,-0.18,3.64,13.46,2,1
2025-07-24,3086.T,2034.5,4.31,81.15,1.05,15.78,0.99,3,8.87,125.08,0.95,7.41,16.71,2,0
2025-08-07,3086.T,2139.7,7.38,79.52,0.99,16.17,1.01,3,13.79,126.22,0.37,3.11,17.18,2,1
2025-08-22,3086.T,2292.8,8.5,81.39,0.66,28.73,1.04,4,12.04,74.7,0.09,1.93,18.16,1,1
2025-09-05,3086.T,2395.6,6.75,58.65,0.84,29.27,1.07,4,5.28,71.82,1.32,4.77,18.07,2,1
2025-09-22,3086.T,2465.4,3.85,71.24,0.57,23.84,1.07,0,-5.0,52.56,0.02,6.71,13.39,2,0
2025-10-07,3086.T,2474.8,1.21,51.78,1.6,18.81,1.06,1,-10.36,31.12,-0.14,11.47,20.27,2,0
2025-10-22,3086.T,2279.3,-6.17,26.75,0.72,21.74,1.02,2,-30.12,-97.65,0.39,8.38,26.94,2,0
2025-11-06,3086.T,2286.2,-2.91,38.6,0.37,13.45,0.99,3,-3.46,-37.24,0.11,6.12,27.63,2,0
2025-11-20,3086.T,2110.0,-6.59,23.55,1.17,28.59,0.96,3,-15.61,-124.37,0.89,1.05,26.82,1,1
2025-12-05,3086.T,2201.1,-1.16,38.87,0.62,19.2,0.96,4,6.4,-21.75,-0.38,-0.77,24.75,1,1
2025-12-19,3086.T,2202.6,0.63,44.0,1.21,11.19,0.97,4,5.62,17.96,0.75,-0.64,20.37,1,1
2026-01-07,3086.T,2214.5,0.97,51.33,1.14,13.24,0.99,2,4.68,65.69,-0.97,2.91,18.0,1,1
2026-01-22,3086.T,2284.3,2.74,79.28,0.68,11.03,1.0,3,8.01,75.68,0.04,8.45,21.38,2,0
2026-02-05,3086.T,2597.1,14.51,81.4,2.29,48.38,1.02,3,25.01,196.82,2.32,3.57,24.09,2,1
2026-02-20,3086.T,2582.7,6.08,74.64,0.66,26.56,1.05,4,0.38,39.2,-0.93,5.84,24.67,2,1
2023-05-26,3088.T,2349.2,-0.58,52.54,0.92,39.77,1.04,4,-12.74,-11.57,-0.14,8.02,11.48,2,1
2023-06-09,3088.T,2521.1,4.5,51.17,0.59,19.81,1.03,4,7.85,68.88,0.28,9.79,16.88,2,1
2023-06-23,3088.T,2585.7,3.52,60.46,0.56,19.53,1.03,4,1.41,42.84,0.81,6.03,19.08,2,0
2023-07-07,3088.T,2532.9,-1.5,41.62,1.16,20.08,1.04,4,-12.74,-46.36,-0.63,0.38,17.44,1,0
2023-07-24,3088.T,2588.3,0.57,47.06,0.58,21.7,1.02,0,-1.06,19.24,0.73,-0.25,16.61,1,1
2023-08-07,3088.T,2580.0,-0.02,54.45,0.82,26.39,1.01,0,-5.84,-0.66,-0.97,-0.41,16.05,1,1
2023-08-22,3088.T,2820.7,5.13,59.28,0.89,35.88,1.02,1,12.53,54.61,0.81,-2.58,15.27,1,0
2023-09-05,3088.T,2770.7,0.89,33.45,0.42,29.67,1.03,1,-12.08,11.11,-0.23,2.43,14.63,1,0
2023-09-20,3088.T,2608.2,-5.69,28.48,1.05,15.79,1.03,2,-21.4,-111.0,1.1,3.66,14.97,2,0
2023-10-04,3088.T,2576.6,-3.52,35.22,1.04,31.38,0.99,2,-9.76,-50.41,-0.88,-7.6,15.99,0,0
2023-10-19,3088.T,2517.1,-2.52,41.59,0.58,26.57,0.96,3,-1.69,-44.86,-0.75,-4.82,21.7,0,0
2023-11-02,3088.T,2553.9,0.91,60.84,0.97,18.63,0.97,3,11.84,26.71,0.38,4.66,22.11,2,0
2023-11-17,3088.T,2553.9,1.59,53.78,1.3,34.22,0.98,4,9.57,51.21,-1.37,6.86,19.99,2,0
2023-12-04,3088.T,2425.8,-3.06,38.77,0.54,31.41,0.99,0,-5.24,-73.48,-0.43,4.01,15.23,2,1
2023-12-18,3088.T,2338.9,-5.85,33.83,1.12,32.76,0.99,0,-4.93,-121.29,-1.02,-2.46,15.19,1,1
2024-01-04,3088.T,2452.4,0.49,44.02,0.98,18.86,0.99,3,6.15,12.29,-1.08,0.17,17.93,1,1
2024-01-19,3088.T,2614.7,5.33,75.97,1.11,16.67,1.0,4,15.58,76.07,1.34,9.78,15.54,2,1
2024-02-02,3088.T,2619.5,2.32,52.31,0.81,15.27,1.02,4,-2.24,38.79,-0.09,8.62,15.32,2,1
2024-02-19,3088.T,2524.9,-2.92,42.04,1.33,36.56,1.03,0,-22.32,-67.67,1.46,6.97,16.41,2,1
2024-03-05,3088.T,2291.6,-9.83,27.4,1.13,34.53,1.01,1,-29.76,-113.32,-1.65,10.9,16.0,2,1
2024-03-19,3088.T,2328.8,-3.25,36.74,1.39,13.26,0.96,1,3.12,-31.64,0.19,3.99,17.18,2,1
2024-04-03,3088.T,2325.4,-0.21,58.54,0.65,22.43,0.95,2,8.85,-5.83,-1.05,-1.61,18.44,1,1
2024-04-17,3088.T,2249.9,-4.17,37.06,1.08,36.75,0.97,2,-0.26,-98.93,0.67,-5.1,17.57,0,0
2024-05-02,3088.T,2166.7,-5.37,27.77,0.8,22.06,0.98,3,-8.11,-62.88,-1.22,-3.08,21.12,0,1
2024-05-20,3088.T,2282.6,2.2,61.64,1.07,33.71,0.98,0,15.55,28.14,0.36,2.92,19.56,1,0
2024-06-03,3088.T,2152.0,-1.91,47.97,0.69,23.07,0.97,0,-5.11,-41.61,0.09,1.8,15.07,1,0
2024-06-17,3088.T,2094.6,-2.83,40.25,0.96,19.63,0.98,0,-4.31,-41.35,1.35,-2.48,14.04,1,1
2024-07-01,3088.T,2259.7,5.38,77.57,0.71,22.56,0.99,0,23.1,82.92,1.36,1.82,11.99,1,1
2024-07-16,3088.T,2330.8,5.06,63.29,1.27,22.92,1.01,1,9.21,52.91,0.39,8.33,14.75,2,1
2024-07-30,3088.T,2318.1,-0.06,49.58,0.74,37.01,1.04,1,-12.4,-1.21,-1.01,-2.79,22.56,1,1
2024-08-14,3088.T,2143.8,-6.37,43.14,3.55,77.77,1.03,2,-16.85,-72.94,-1.7,-11.71,66.48,0,1
2024-08-28,3088.T,2246.0,1.73,55.13,0.5,20.66,0.98,2,10.31,23.61,0.83,-0.4,66.81,1,0
2024-09-11,3088.T,2150.6,-1.71,46.73,0.93,26.94,0.97,2,-4.87,-38.61,0.39,-2.26,24.18,1,1
2024-09-27,3088.T,2375.6,7.23,79.16,1.38,22.48,0.99,4,19.4,143.93,0.57,3.8,27.16,2,0
2024-10-11,3088.T,2201.7,-1.38,48.18,0.6,33.31,1.01,4,-8.69,-24.3,-0.89,11.19,30.16,2,0
2024-10-28,3088.T,2022.4,-7.79,18.5,0.83,27.0,1.0,0,-20.49,-76.79,0.81,-3.07,26.04,0,1
2024-11-12,3088.T,2056.3,-1.95,44.23,0.74,14.93,0.97,1,7.82,-23.69,0.02,-0.58,19.19,1,1
2024-11-26,3088.T,2064.6,0.98,55.5,0.79,34.44,0.96,1,7.34,37.21,-0.35,-0.42,18.29,1,1
2024-12-10,3088.T,2215.0,5.98,67.33,0.74,29.7,0.99,1,22.55,85.51,0.63,-0.02,13.89,1,0
2024-12-24,3088.T,2165.8,1.73,41.34,0.47,21.24,1.02,1,-2.8,25.89,-0.23,1.55,12.22,1,1
2025-01-14,3088.T,2141.8,-2.54,52.12,1.68,37.25,1.03,1,-6.32,-53.31,0.11,-2.27,16.96,1,1
2025-01-28,3088.T,2283.8,3.05,53.73,0.7,16.13,1.02,1,3.32,66.44,-0.41,-0.05,18.04,1,0
2025-02-12,3088.T,2137.3,-3.75,33.98,1.95,22.69,1.01,2,-13.51,-89.46,-0.36,1.27,15.14,1,1
2025-02-27,3088.T,2321.6,3.69,68.4,1.08,31.67,1.01,3,16.46,63.05,-1.4,-1.95,14.43,1,0
2025-03-13,3088.T,2281.3,1.48,47.17,0.91,24.89,1.0,3,-2.81,25.13,-0.0,-5.58,17.47,0,1
2025-03-28,3088.T,2332.7,1.03,68.62,0.88,19.2,1.02,4,0.51,35.3,-0.3,-2.97,18.3,1,0
2025-04-11,3088.T,2477.6,5.97,68.76,1.22,29.48,1.02,4,14.2,118.39,-1.92,-8.71,56.52,0,1
2025-04-25,3088.T,2540.1,4.0,64.31,1.16,39.38,1.03,4,3.81,41.65,-0.0,-3.81,57.77,0,1
2025-05-14,3088.T,2883.9,11.18,67.66,0.92,57.1,1.06,2,24.72,100.14,-0.05,13.53,13.92,2,1
2025-05-28,3088.T,2947.9,6.5,72.0,0.64,16.32,1.07,2,1.05,56.95,0.27,5.65,11.56,2,0
2025-06-11,3088.T,2775.2,-3.26,29.23,0.85,13.33,1.07,2,-31.96,-57.67,1.0,0.77,13.17,1,1
2025-06-25,3088.T,2852.6,-0.64,52.33,0.9,18.57,1.03,2,-1.3,-15.27,-0.22,3.23,14.16,2,1
2025-07-09,3088.T,3081.8,6.97,73.65,1.45,23.06,1.01,2,13.35,129.12,0.98,3.64,13.46,2,1
2025-07-24,3088.T,3156.2,5.01,81.04,1.42,13.69,1.02,3,8.29,67.33,-0.0,7.41,16.71,2,0
2025-08-07,3088.T,3326.9,7.17,67.32,1.15,22.48,1.04,3,11.46,110.07,0.51,3.11,17.18,2,0
2025-08-22,3088.T,3078.8,-2.78,47.84,0.74,46.85,1.04,4,-25.56,-50.5,-0.35,1.93,18.16,1,1
2025-09-05,3088.T,3152.3,0.26,58.07,0.58,16.81,1.02,4,0.42,3.94,-0.47,4.77,18.07,2,1
2025-09-22,3088.T,2999.5,-3.02,50.0,0.79,24.0,0.99,0,-14.46,-73.2,0.2,6.71,13.39,2,1
2025-10-07,3088.T,2960.0,-3.18,35.1,0.76,19.36,0.99,1,-12.14,-54.07,0.07,11.47,20.27,2,0
2025-10-22,3088.T,2899.0,-2.3,35.34,0.58,8.83,0.97,2,0.15,-50.15,0.07,8.38,26.94,2,0
2025-11-06,3088.T,2811.0,-2.44,35.67,0.75,18.5,0.97,3,-1.22,-58.59,0.68,6.12,27.63,2,1
2025-11-20,3088.T,2815.0,-1.9,53.36,0.87,29.17,0.97,3,-2.39,-40.16,1.23,1.05,26.82,1,1
2025-12-05,3088.T,2832.0,-1.26,41.9,0.62,31.15,0.99,4,-3.26,-27.46,0.58,-0.77,24.75,1,1
2025-12-19,3088.T,2844.0,-0.37,50.72,1.35,20.45,0.99,4,0.29,-14.46,-1.46,-0.64,20.37,1,0
2026-01-07,3088.T,2645.0,-5.29,18.69,1.57,21.78,0.99,2,-9.61,-107.66,-2.37,2.91,18.0,1,0
2026-01-22,3088.T,2505.0,-6.76,31.86,1.03,39.33,0.97,3,-9.46,-82.22,-0.2,8.45,21.38,2,0
2026-02-05,3088.T,2598.5,0.73,61.69,1.03,21.94,0.95,3,13.81,11.03,0.67,3.57,24.09,2,1
2026-02-20,3088.T,2595.0,1.25,59.98,1.13,43.31,0.96,4,7.38,21.67,0.44,5.84,24.67,2,0
2023-05-26,3092.T,889.1,-4.06,49.27,1.09,17.8,1.0,4,-3.95,-79.74,-0.21,8.02,11.48,2,1
2023-06-09,3092.T,910.3,-0.41,42.04,1.03,22.93,0.99,4,1.19,-7.38,0.42,9.79,16.88,2,1
2023-06-23,3092.T,951.4,4.27,66.11,1.06,15.12,0.99,4,5.31,94.45,0.95,6.03,19.08,2,0
2023-07-07,3092.T,896.3,-2.68,42.95,0.89,24.54,1.0,4,-5.05,-65.4,-0.52,0.38,17.44,1,0
2023-07-24,3092.T,867.8,-4.34,30.23,0.89,13.62,1.0,0,-3.64,-66.42,1.08,-0.25,16.61,1,0
2023-08-07,3092.T,841.1,-3.63,36.13,0.96,25.62,0.97,0,-3.05,-67.77,-1.61,-0.41,16.05,1,1
2023-08-22,3092.T,861.4,1.22,54.96,0.82,21.76,0.96,1,3.94,28.87,0.02,-2.58,15.27,1,1
2023-09-05,3092.T,928.6,7.41,87.44,1.12,10.6,0.98,1,8.38,91.38,0.2,2.43,14.63,1,0
2023-09-20,3092.T,910.3,2.26,52.52,0.84,28.88,1.02,2,-0.44,35.33,0.19,3.66,14.97,2,0
2023-10-04,3092.T,860.0,-3.84,33.3,0.82,13.31,1.02,2,-5.54,-80.29,-0.28,-7.6,15.99,0,1
2023-10-19,3092.T,889.6,-0.56,53.85,0.85,25.55,1.01,3,1.71,-12.92,-1.74,-4.82,21.7,0,0
2023-11-02,3092.T,953.3,6.84,58.78,1.46,35.01,1.0,3,5.91,115.54,-0.12,4.66,22.11,2,1
2023-11-17,3092.T,984.7,6.63,77.73,0.62,24.68,1.02,4,4.13,79.14,0.13,6.86,19.99,2,1
2023-12-04,3092.T,991.6,2.48,62.02,0.96,16.63,1.04,0,-2.82,30.21,-0.87,4.01,15.23,2,0
2023-12-18,3092.T,1001.8,1.43,46.77,0.92,24.35,1.04,0,-2.71,35.48,-0.19,-2.46,15.19,1,1
2024-01-04,3092.T,998.9,0.4,53.29,0.79,23.14,1.03,3,-1.17,13.64,-0.98,0.17,17.93,1,1
2024-01-19,3092.T,1003.7,-0.97,48.51,0.8,29.59,1.02,4,-4.54,-20.67,0.63,9.78,15.54,2,1
2024-02-02,3092.T,1035.1,0.41,48.96,1.21,24.71,1.02,4,-1.54,11.09,1.0,8.62,15.32,2,1
2024-02-19,3092.T,1088.3,3.71,66.2,0.59,20.25,1.02,0,3.56,70.56,0.0,6.97,16.41,2,0
2024-03-05,3092.T,1143.4,6.95,67.86,4.14,33.97,1.02,1,1.79,142.19,4.98,10.9,16.0,2,1
2024-03-19,3092.T,1239.1,9.95,80.61,1.18,29.95,1.04,1,8.48,95.79,-0.62,3.99,17.18,2,1
2024-04-03,3092.T,1164.0,-1.8,49.04,1.45,33.24,1.06,2,-11.19,-17.57,-0.38,-1.61,18.44,1,1
2024-04-17,3092.T,1098.4,-7.51,32.99,1.1,34.92,1.04,2,-14.08,-82.65,0.28,-5.1,17.57,0,0
2024-05-02,3092.T,1078.8,-4.46,44.09,1.0,26.66,0.99,3,-2.44,-48.18,0.93,-3.08,21.12,0,1
2024-05-20,3092.T,1155.9,4.6,63.0,0.47,48.01,0.96,0,9.83,90.83,0.44,2.92,19.56,1,1
2024-06-03,3092.T,1199.0,5.91,66.61,0.69,23.08,0.99,0,5.28,87.68,1.5,1.8,15.07,1,1
2024-06-17,3092.T,1226.7,3.7,63.65,0.97,23.61,1.03,0,3.35,60.11,-0.54,-2.48,14.04,1,1
2024-07-01,3092.T,1304.4,6.2,70.87,0.75,16.71,1.05,0,4.52,84.96,-0.15,1.82,11.99,1,1
2024-07-16,3092.T,1381.0,5.99,75.35,1.45,25.46,1.06,1,4.25,57.59,0.62,8.33,14.75,2,0
2024-07-30,3092.T,1397.7,2.65,49.23,0.89,14.58,1.06,1,-5.39,42.29,0.43,-2.79,22.56,1,0
2024-08-14,3092.T,1416.3,2.54,56.24,0.67,49.08,1.04,2,0.26,57.63,-0.92,-11.71,66.48,0,0
2024-08-28,3092.T,1528.8,8.16,71.7,0.87,34.95,1.03,2,10.81,89.82,-0.69,-0.4,66.81,1,0
2024-09-11,3092.T,1522.4,4.03,55.2,0.85,38.28,1.03,2,0.03,56.64,0.29,-2.26,24.18,1,1
2024-09-27,3092.T,1695.0,10.63,76.63,1.72,40.83,1.05,4,6.79,138.92,2.0,3.8,27.16,2,0
2024-10-11,3092.T,1746.0,7.98,69.8,0.93,31.43,1.06,4,6.92,77.35,-0.02,11.19,30.16,2,1
2024-10-28,3092.T,1609.2,-4.49,37.13,1.18,27.55,1.06,0,-25.01,-51.19,0.0,-3.07,26.04,0,0
2024-11-12,3092.T,1681.3,0.15,45.21,0.66,38.74,1.04,1,1.08,1.59,0.46,-0.58,19.19,1,0
2024-11-26,3092.T,1573.8,-1.37,47.79,1.08,32.54,0.98,1,-4.44,-17.93,0.17,-0.42,18.29,1,0
2024-12-10,3092.T,1539.0,-2.3,52.89,1.01,43.65,0.97,1,3.5,-32.76,-0.42,-0.02,13.89,1,1
2024-12-24,3092.T,1599.1,2.31,43.73,0.41,17.86,0.97,1,5.5,56.67,0.27,1.55,12.22,1,0
2025-01-14,3092.T,1550.7,-1.89,42.09,1.03,25.49,1.0,1,-2.46,-52.94,-0.88,-2.27,16.96,1,1
2025-01-28,3092.T,1634.9,3.39,58.99,1.01,16.75,1.01,1,5.66,118.61,0.79,-0.05,18.04,1,1
